X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
_,w,i,t,h,i,n,_,t,h,e,_,e,c,o,s,y,s,t,e,m,_,s,p,e,c,i,e,s,_,a,r,e,_,c,o,n,n,e,c,t,e,d,_,a,n,d,_,d,e,English
_,t,h,e,_,h,u,m,a,n,_,e,c,o,s,y,s,t,e,m,_,c,o,n,c,e,p,t,_,i,s,_,b,a,s,e,d,_,o,n,_,t,h,e,_,h,u,m,a,n,English
_,a,_,s,m,a,l,l,e,r,_,u,n,i,t,_,o,f,_,s,i,z,e,_,i,s,_,c,a,l,l,e,d,_,a,_,m,i,c,r,o,e,c,o,s,y,s,t,e,m,English
f,o,r,_,e,x,a,m,p,l,e,_,a,_,m,i,c,r,o,s,y,s,t,e,m,_,c,a,n,_,b,e,_,a,_,s,t,o,n,e,_,a,n,d,_,a,l,l,_,t,English
a,_,m,a,c,r,o,e,c,o,s,y,s,t,e,m,_,m,i,g,h,t,_,i,n,v,o,l,v,e,_,a,_,w,h,o,l,e,_,e,c,o,r,e,g,i,o,n,_,w,English
_,w,i,l,d,e,r,n,e,s,s,_,i,s,_,g,e,n,e,r,a,l,l,y,_,d,e,f,i,n,e,d,_,a,s,_,a,r,e,a,s,_,t,h,a,t,_,h,a,v,English
w,i,l,d,e,r,n,e,s,s,_,a,r,e,a,s,_,c,a,n,_,b,e,_,f,o,u,n,d,_,i,n,_,p,r,e,s,e,r,v,e,s,_,e,s,t,a,t,e,s,English
w,i,l,d,e,r,n,e,s,s,_,a,r,e,a,s,_,a,n,d,_,p,r,o,t,e,c,t,e,d,_,p,a,r,k,s,_,a,r,e,_,c,o,n,s,i,d,e,r,e,English
s,o,m,e,_,n,a,t,u,r,e,_,w,r,i,t,e,r,s,_,b,e,l,i,e,v,e,_,w,i,l,d,e,r,n,e,s,s,_,a,r,e,a,s,_,a,r,e,_,v,English
t,h,e,y,_,m,a,y,_,a,l,s,o,_,p,r,e,s,e,r,v,e,_,h,i,s,t,o,r,i,c,_,g,e,n,e,t,i,c,_,t,r,a,i,t,s,_,a,n,d,English
a,l,t,h,o,u,g,h,_,t,h,e,r,e,_,i,s,_,n,o,_,u,n,i,v,e,r,s,a,l,_,a,g,r,e,e,m,e,n,t,_,o,n,_,t,h,e,_,d,e,English
_,l,i,f,e,_,m,a,y,_,a,l,s,o,_,b,e,_,s,a,i,d,_,t,o,_,b,e,_,s,i,m,p,l,y,_,t,h,e,_,c,h,a,r,a,c,t,e,r,i,English
p,r,o,p,e,r,t,i,e,s,_,c,o,m,m,o,n,_,t,o,_,t,e,r,r,e,s,t,r,i,a,l,_,o,r,g,a,n,i,s,m,s,_,(,p,l,a,n,t,s,English
a,n,_,e,n,t,i,t,y,_,w,i,t,h,_,t,h,e,s,e,_,p,r,o,p,e,r,t,i,e,s,_,i,s,_,g,e,n,e,r,a,l,l,y,_,c,o,n,s,i,English
h,o,w,e,v,e,r,_,n,o,t,_,e,v,e,r,y,_,d,e,f,i,n,i,t,i,o,n,_,o,f,_,l,i,f,e,_,c,o,n,s,i,d,e,r,s,_,a,l,l,English
h,u,m,a,n,-,m,a,d,e,_,a,n,a,l,o,g,s,_,o,f,_,l,i,f,e,_,m,a,y,_,a,l,s,o,_,b,e,_,c,o,n,s,i,d,e,r,e,d,_,English
t,h,e,_,b,i,o,s,p,h,e,r,e,_,i,s,_,t,h,e,_,p,a,r,t,_,o,f,_,e,a,r,t,h,',s,_,o,u,t,e,r,_,s,h,e,l,l,ƒ,?,English
f,r,o,m,_,t,h,e,_,b,r,o,a,d,e,s,t,_,g,e,o,p,h,y,s,i,o,l,o,g,i,c,a,l,_,p,o,i,n,t,_,o,f,_,v,i,e,w,_,t,English
t,h,e,_,e,n,t,i,r,e,_,e,a,r,t,h,_,c,o,n,t,a,i,n,s,_,o,v,e,r,_,?,ÿ,b,i,l,l,i,o,n,_,t,o,n,s,_,(,_,t,r,English
_,o,v,e,r,_,n,i,n,e,-,t,e,n,t,h,s,_,o,f,_,t,h,e,_,t,o,t,a,l,_,b,i,o,m,a,s,s,_,o,n,_,e,a,r,t,h,_,i,s,English
_,m,o,r,e,_,t,h,a,n,_,m,i,l,l,i,o,n,_,s,p,e,c,i,e,s,_,o,f,_,p,l,a,n,t,_,a,n,d,_,a,n,i,m,a,l,_,l,i,f,English
_,t,h,e,_,n,u,m,b,e,r,_,o,f,_,i,n,d,i,v,i,d,u,a,l,_,s,p,e,c,i,e,s,_,o,f,_,l,i,f,e,_,i,s,_,c,o,n,s,t,English
_,t,h,e,_,t,o,t,a,l,_,n,u,m,b,e,r,_,o,f,_,s,p,e,c,i,e,s,_,i,s,_,i,n,_,r,a,p,i,d,_,d,e,c,l,i,n,e,_,_,English
_,t,h,e,_,o,r,i,g,i,n,_,o,f,_,l,i,f,e,_,o,n,_,e,a,r,t,h,_,i,s,_,n,o,t,_,w,e,l,l,_,u,n,d,e,r,s,t,o,o,English
_,t,h,e,s,e,_,l,i,f,e,_,f,o,r,m,s,_,p,o,s,s,e,s,s,e,d,_,t,h,e,_,b,a,s,i,c,_,t,r,a,i,t,s,_,o,f,_,s,e,English
o,n,c,e,_,l,i,f,e,_,h,a,d,_,a,p,p,e,a,r,e,d,_,t,h,e,_,p,r,o,c,e,s,s,_,o,f,_,e,v,o,l,u,t,i,o,n,_,b,y,English
s,p,e,c,i,e,s,_,t,h,a,t,_,w,e,r,e,_,u,n,a,b,l,e,_,t,o,_,a,d,a,p,t,_,t,o,_,t,h,e,_,c,h,a,n,g,i,n,g,_,English
h,o,w,e,v,e,r,_,t,h,e,_,f,o,s,s,i,l,_,r,e,c,o,r,d,_,r,e,t,a,i,n,s,_,e,v,i,d,e,n,c,e,_,o,f,_,m,a,n,y,English
c,u,r,r,e,n,t,_,f,o,s,s,i,l,_,a,n,d,_,d,n,a,_,e,v,i,d,e,n,c,e,_,s,h,o,w,s,_,t,h,a,t,_,a,l,l,_,e,x,i,English
_,w,h,e,n,_,b,a,s,i,c,_,f,o,r,m,s,_,o,f,_,p,l,a,n,t,_,l,i,f,e,_,d,e,v,e,l,o,p,e,d,_,t,h,e,_,p,r,o,c,English
_,t,h,e,_,r,e,s,u,l,t,a,n,t,_,o,x,y,g,e,n,_,a,c,c,u,m,u,l,a,t,e,d,_,i,n,_,t,h,e,_,a,t,m,o,s,p,h,e,r,English
t,h,e,_,i,n,c,o,r,p,o,r,a,t,i,o,n,_,o,f,_,s,m,a,l,l,e,r,_,c,e,l,l,s,_,w,i,t,h,i,n,_,l,a,r,g,e,r,_,o,English
_,c,e,l,l,s,_,w,i,t,h,i,n,_,c,o,l,o,n,i,e,s,_,b,e,c,a,m,e,_,i,n,c,r,e,a,s,i,n,g,l,y,_,s,p,e,c,i,a,l,English
w,i,t,h,_,t,h,e,_,o,z,o,n,e,_,l,a,y,e,r,_,a,b,s,o,r,b,i,n,g,_,h,a,r,m,f,u,l,_,u,l,t,r,a,v,i,o,l,e,t,English
t,h,e,_,f,i,r,s,t,_,f,o,r,m,_,o,f,_,l,i,f,e,_,t,o,_,d,e,v,e,l,o,p,_,o,n,_,t,h,e,_,e,a,r,t,h,_,w,e,r,English
_,m,i,c,r,o,o,r,g,a,n,i,s,m,s,_,a,r,e,_,s,i,n,g,l,e,-,c,e,l,l,e,d,_,o,r,g,a,n,i,s,m,s,_,t,h,a,t,_,a,English
t,h,e,y,_,i,n,c,l,u,d,e,_,b,a,c,t,e,r,i,a,_,f,u,n,g,i,_,a,r,c,h,a,e,a,_,a,n,d,_,p,r,o,t,i,s,t,a,_,_,English
t,h,e,s,e,_,l,i,f,e,_,f,o,r,m,s,_,a,r,e,_,f,o,u,n,d,_,i,n,_,a,l,m,o,s,t,_,e,v,e,r,y,_,l,o,c,a,t,i,o,English
t,h,e,i,r,_,r,e,p,r,o,d,u,c,t,i,o,n,_,i,s,_,b,o,t,h,_,r,a,p,i,d,_,a,n,d,_,p,r,o,f,u,s,e,_,_,_,_,_,_,English
t,h,e,_,c,o,m,b,i,n,a,t,i,o,n,_,o,f,_,a,_,h,i,g,h,_,m,u,t,a,t,i,o,n,_,r,a,t,e,_,a,n,d,_,a,_,h,o,r,i,English
_,t,h,e,y,_,f,o,r,m,_,a,n,_,e,s,s,e,n,t,i,a,l,_,p,a,r,t,_,o,f,_,t,h,e,_,p,l,a,n,e,t,a,r,y,_,e,c,o,s,English
h,o,w,e,v,e,r,_,s,o,m,e,_,m,i,c,r,o,o,r,g,a,n,i,s,m,s,_,a,r,e,_,p,a,t,h,o,g,e,n,i,c,_,a,n,d,_,c,a,n,English
o,r,i,g,i,n,a,l,l,y,_,a,r,i,s,t,o,t,l,e,_,d,i,v,i,d,e,d,_,a,l,l,_,l,i,v,i,n,g,_,t,h,i,n,g,s,_,b,e,t,English
i,n,_,l,i,n,n,a,e,u,s,',_,s,y,s,t,e,m,_,t,h,e,s,e,_,b,e,c,a,m,e,_,t,h,e,_,k,i,n,g,d,o,m,s,_,v,e,g,e,English
s,i,n,c,e,_,t,h,e,n,_,i,t,_,h,a,s,_,b,e,c,o,m,e,_,c,l,e,a,r,_,t,h,a,t,_,t,h,e,_,p,l,a,n,t,a,e,_,a,s,English
h,o,w,e,v,e,r,_,t,h,e,s,e,_,a,r,e,_,s,t,i,l,l,_,o,f,t,e,n,_,c,o,n,s,i,d,e,r,e,d,_,p,l,a,n,t,s,_,i,n,English
b,a,c,t,e,r,i,a,l,_,l,i,f,e,_,i,s,_,s,o,m,e,t,i,m,e,s,_,i,n,c,l,u,d,e,d,_,i,n,_,f,l,o,r,a,_,a,n,d,_,English
a,m,o,n,g,_,t,h,e,_,m,a,n,y,_,w,a,y,s,_,o,f,_,c,l,a,s,s,i,f,y,i,n,g,_,p,l,a,n,t,s,_,a,r,e,_,b,y,_,r,English
p,e,o,p,l,e,_,i,n,_,m,a,n,y,_,r,e,g,i,o,n,s,_,a,n,d,_,c,o,u,n,t,r,i,e,s,_,t,a,k,e,_,g,r,e,a,t,_,p,r,English
r,e,g,i,o,n,a,l,_,f,l,o,r,a,s,_,c,o,m,m,o,n,l,y,_,a,r,e,_,d,i,v,i,d,e,d,_,i,n,t,o,_,c,a,t,e,g,o,r,i,English
s,o,m,e,_,t,y,p,e,s,_,o,f,_,n,a,t,i,v,e,_,f,l,o,r,a,_,a,c,t,u,a,l,l,y,_,h,a,v,e,_,b,e,e,n,_,i,n,t,r,English
t,h,i,s,_,i,s,_,a,n,_,e,x,a,m,p,l,e,_,o,f,_,h,o,w,_,h,u,m,a,n,_,i,n,t,e,r,a,c,t,i,o,n,_,w,i,t,h,_,n,English
a,n,o,t,h,e,r,_,c,a,t,e,g,o,r,y,_,o,f,_,p,l,a,n,t,_,h,a,s,_,h,i,s,t,o,r,i,c,a,l,l,y,_,b,e,e,n,_,c,a,English
t,h,o,u,g,h,_,t,h,e,_,t,e,r,m,_,h,a,s,_,f,a,l,l,e,n,_,i,n,t,o,_,d,i,s,f,a,v,o,r,_,a,m,o,n,g,_,b,o,t,English
s,i,m,i,l,a,r,l,y,_,a,n,i,m,a,l,s,_,a,r,e,_,o,f,t,e,n,_,c,a,t,e,g,o,r,i,z,e,d,_,i,n,_,w,a,y,s,_,s,u,English
a,c,c,o,r,d,i,n,g,_,t,o,_,t,h,e,i,r,_,r,e,l,a,t,i,o,n,s,h,i,p,_,t,o,_,h,u,m,a,n,_,l,i,f,e,_,_,_,_,_,English
a,n,i,m,a,l,s,_,a,s,_,a,_,c,a,t,e,g,o,r,y,_,h,a,v,e,_,s,e,v,e,r,a,l,_,c,h,a,r,a,c,t,e,r,i,s,t,i,c,s,English
a,n,i,m,a,l,s,_,a,r,e,_,e,u,k,a,r,y,o,t,i,c,_,a,n,d,_,u,s,u,a,l,l,y,_,m,u,l,t,i,c,e,l,l,u,l,a,r,_,(,English
t,h,e,y,_,a,r,e,_,h,e,t,e,r,o,t,r,o,p,h,i,c,_,g,e,n,e,r,a,l,l,y,_,d,i,g,e,s,t,i,n,g,_,f,o,o,d,_,i,n,English
t,h,e,y,_,a,r,e,_,a,l,s,o,_,d,i,s,t,i,n,g,u,i,s,h,e,d,_,f,r,o,m,_,p,l,a,n,t,s,_,a,l,g,a,e,_,a,n,d,_,English
w,i,t,h,_,a,_,f,e,w,_,e,x,c,e,p,t,i,o,n,s,ƒ,?,?,m,o,s,t,_,n,o,t,a,b,l,y,_,t,h,e,_,t,w,o,_,p,h,y,l,a,English
t,h,e,s,e,_,i,n,c,l,u,d,e,_,m,u,s,c,l,e,s,_,w,h,i,c,h,_,a,r,e,_,a,b,l,e,_,t,o,_,c,o,n,t,r,a,c,t,_,a,English
t,h,e,r,e,_,i,s,_,a,l,s,o,_,t,y,p,i,c,a,l,l,y,_,a,n,_,i,n,t,e,r,n,a,l,_,d,i,g,e,s,t,i,v,e,_,c,h,a,m,English
t,h,e,_,e,u,k,a,r,y,o,t,i,c,_,c,e,l,l,s,_,p,o,s,s,e,s,s,e,d,_,b,y,_,a,l,l,_,a,n,i,m,a,l,s,_,a,r,e,_,English
t,h,i,s,_,m,a,y,_,b,e,_,c,a,l,c,i,f,i,e,d,_,t,o,_,f,o,r,m,_,s,t,r,u,c,t,u,r,e,s,_,l,i,k,e,_,s,h,e,l,English
a,l,t,h,o,u,g,h,_,h,u,m,a,n,s,_,c,o,m,p,r,i,s,e,_,o,n,l,y,_,a,_,m,i,n,u,s,c,u,l,e,_,p,r,o,p,o,r,t,i,English
b,e,c,a,u,s,e,_,o,f,_,t,h,e,_,e,x,t,e,n,t,_,o,f,_,h,u,m,a,n,_,i,n,f,l,u,e,n,c,e,_,t,h,e,_,b,o,u,n,d,English
e,v,e,n,_,a,t,_,t,h,e,_,e,x,t,r,e,m,e,s,_,t,h,e,_,a,m,o,u,n,t,_,o,f,_,n,a,t,u,r,a,l,_,e,n,v,i,r,o,n,English
t,h,e,_,d,e,v,e,l,o,p,m,e,n,t,_,o,f,_,t,e,c,h,n,o,l,o,g,y,_,b,y,_,t,h,e,_,h,u,m,a,n,_,r,a,c,e,_,h,a,English
i,n,_,s,p,i,t,e,_,o,f,_,t,h,i,s,_,p,r,o,g,r,e,s,s,_,h,o,w,e,v,e,r,_,t,h,e,_,f,a,t,e,_,o,f,_,h,u,m,a,English
t,h,e,r,e,_,e,x,i,s,t,s,_,a,_,h,i,g,h,l,y,_,c,o,m,p,l,e,x,_,f,e,e,d,b,a,c,k,_,l,o,o,p,_,b,e,t,w,e,e,English
_,m,a,n,-,m,a,d,e,_,t,h,r,e,a,t,s,_,t,o,_,t,h,e,_,e,a,r,t,h,',s,_,n,a,t,u,r,a,l,_,e,n,v,i,r,o,n,m,e,English
h,u,m,a,n,s,_,h,a,v,e,_,c,o,n,t,r,i,b,u,t,e,d,_,t,o,_,t,h,e,_,e,x,t,i,n,c,t,i,o,n,_,o,f,_,m,a,n,y,_,English
h,u,m,a,n,s,_,e,m,p,l,o,y,_,n,a,t,u,r,e,_,f,o,r,_,b,o,t,h,_,l,e,i,s,u,r,e,_,a,n,d,_,e,c,o,n,o,m,i,c,English
t,h,e,_,a,c,q,u,i,s,i,t,i,o,n,_,o,f,_,n,a,t,u,r,a,l,_,r,e,s,o,u,r,c,e,s,_,f,o,r,_,i,n,d,u,s,t,r,i,a,English
_,s,o,m,e,_,a,c,t,i,v,i,t,i,e,s,_,s,u,c,h,_,a,s,_,h,u,n,t,i,n,g,_,a,n,d,_,f,i,s,h,i,n,g,_,a,r,e,_,u,English
a,g,r,i,c,u,l,t,u,r,e,_,w,a,s,_,f,i,r,s,t,_,a,d,o,p,t,e,d,_,a,r,o,u,n,d,_,t,h,e,_,t,h,_,m,i,l,l,e,n,English
r,a,n,g,i,n,g,_,f,r,o,m,_,f,o,o,d,_,p,r,o,d,u,c,t,i,o,n,_,t,o,_,e,n,e,r,g,y,_,n,a,t,u,r,e,_,i,n,f,l,English
a,l,t,h,o,u,g,h,_,e,a,r,l,y,_,h,u,m,a,n,s,_,g,a,t,h,e,r,e,d,_,u,n,c,u,l,t,i,v,a,t,e,d,_,p,l,a,n,t,_,English
t,h,e,_,c,l,e,a,r,a,n,c,e,_,o,f,_,l,a,r,g,e,_,t,r,a,c,t,s,_,o,f,_,l,a,n,d,_,f,o,r,_,c,r,o,p,_,g,r,o,English
_,b,e,a,u,t,y,_,i,n,_,n,a,t,u,r,e,_,h,a,s,_,h,i,s,t,o,r,i,c,a,l,l,y,_,b,e,e,n,_,a,_,p,r,e,v,a,l,e,n,English
t,h,a,t,_,n,a,t,u,r,e,_,h,a,s,_,b,e,e,n,_,d,e,p,i,c,t,e,d,_,a,n,d,_,c,e,l,e,b,r,a,t,e,d,_,b,y,_,s,o,English
r,e,a,s,o,n,s,_,w,h,y,_,t,h,i,s,_,a,s,s,o,c,i,a,t,i,o,n,_,e,x,i,s,t,s,_,a,n,d,_,w,h,a,t,_,t,h,e,_,a,English
b,e,y,o,n,d,_,c,e,r,t,a,i,n,_,b,a,s,i,c,_,c,h,a,r,a,c,t,e,r,i,s,t,i,c,s,_,t,h,a,t,_,m,a,n,y,_,p,h,i,English
_,n,a,t,u,r,e,_,a,n,d,_,w,i,l,d,n,e,s,s,_,h,a,v,e,_,b,e,e,n,_,i,m,p,o,r,t,a,n,t,_,s,u,b,j,e,c,t,s,_,English
a,n,_,e,a,r,l,y,_,t,r,a,d,i,t,i,o,n,_,o,f,_,l,a,n,d,s,c,a,p,e,_,a,r,t,_,b,e,g,a,n,_,i,n,_,c,h,i,n,a,English
t,h,e,_,t,r,a,d,i,t,i,o,n,_,o,f,_,r,e,p,r,e,s,e,n,t,i,n,g,_,n,a,t,u,r,e,_,a,s,_,i,t,_,i,s,_,b,e,c,a,English
a,l,t,h,o,u,g,h,_,n,a,t,u,r,a,l,_,w,o,n,d,e,r,s,_,a,r,e,_,c,e,l,e,b,r,a,t,e,d,_,i,n,_,t,h,e,_,p,s,a,English
b,r,i,t,i,s,h,_,a,r,t,i,s,t,s,_,j,o,h,n,_,c,o,n,s,t,a,b,l,e,_,a,n,d,_,j,_,m,_,w,_,t,u,r,n,e,r,_,t,u,English
b,e,f,o,r,e,_,t,h,a,t,_,p,a,i,n,t,i,n,g,s,_,h,a,d,_,b,e,e,n,_,p,r,i,m,a,r,i,l,y,_,o,f,_,r,e,l,i,g,i,English
w,i,l,l,i,a,m,_,w,o,r,d,s,w,o,r,t,h,',s,_,p,o,e,t,r,y,_,d,e,s,c,r,i,b,e,d,_,t,h,e,_,w,o,n,d,e,r,_,o,English
i,n,c,r,e,a,s,i,n,g,l,y,_,t,h,e,_,v,a,l,u,i,n,g,_,o,f,_,n,a,t,u,r,e,_,b,e,c,a,m,e,_,a,n,_,a,s,p,e,c,English
_,t,h,i,s,_,a,r,t,i,s,t,i,c,_,m,o,v,e,m,e,n,t,_,a,l,s,o,_,c,o,i,n,c,i,d,e,d,_,w,i,t,h,_,t,h,e,_,t,r,English
a,_,c,o,m,m,o,n,_,c,l,a,s,s,i,c,a,l,_,i,d,e,a,_,o,f,_,b,e,a,u,t,i,f,u,l,_,a,r,t,_,i,n,v,o,l,v,e,s,_,English
a,l,s,o,_,i,n,_,t,h,e,_,r,e,a,l,m,_,o,f,_,i,d,e,a,s,_,a,b,o,u,t,_,b,e,a,u,t,y,_,i,n,_,n,a,t,u,r,e,_,English
a,s,_,d,a,v,i,d,_,r,o,t,h,e,n,b,u,r,g,_,w,r,i,t,e,s,_,t,h,e,_,b,e,a,u,t,i,f,u,l,_,i,s,_,t,h,e,_,r,o,English
_,s,o,m,e,_,f,i,e,l,d,s,_,o,f,_,s,c,i,e,n,c,e,_,s,e,e,_,n,a,t,u,r,e,_,a,s,_,m,a,t,t,e,r,_,i,n,_,m,o,English
f,o,r,_,t,h,i,s,_,r,e,a,s,o,n,_,t,h,e,_,m,o,s,t,_,f,u,n,d,a,m,e,n,t,a,l,_,s,c,i,e,n,c,e,_,i,s,_,g,e,English
m,a,t,t,e,r,_,i,s,_,c,o,m,m,o,n,l,y,_,d,e,f,i,n,e,d,_,a,s,_,t,h,e,_,s,u,b,s,t,a,n,c,e,_,o,f,_,w,h,i,English
i,t,_,c,o,n,s,t,i,t,u,t,e,s,_,t,h,e,_,o,b,s,e,r,v,a,b,l,e,_,u,n,i,v,e,r,s,e,_,_,_,_,_,_,_,_,_,_,_,_,English
t,h,e,_,v,i,s,i,b,l,e,_,c,o,m,p,o,n,e,n,t,s,_,o,f,_,t,h,e,_,u,n,i,v,e,r,s,e,_,a,r,e,_,n,o,w,_,b,e,l,English
t,h,e,_,r,e,m,a,i,n,d,e,r,_,i,s,_,b,e,l,i,e,v,e,d,_,t,o,_,c,o,n,s,i,s,t,_,o,f,_,p,e,r,c,e,n,t,_,c,o,English
_,t,h,e,_,e,x,a,c,t,_,a,r,r,a,n,g,e,m,e,n,t,_,o,f,_,t,h,e,s,e,_,c,o,m,p,o,n,e,n,t,s,_,i,s,_,s,t,i,l,English
t,h,e,_,b,e,h,a,v,i,o,u,r,_,o,f,_,m,a,t,t,e,r,_,a,n,d,_,e,n,e,r,g,y,_,t,h,r,o,u,g,h,o,u,t,_,t,h,e,_,English
t,h,e,s,e,_,l,a,w,s,_,h,a,v,e,_,b,e,e,n,_,e,m,p,l,o,y,e,d,_,t,o,_,p,r,o,d,u,c,e,_,c,o,s,m,o,l,o,g,i,English
t,h,e,_,m,a,t,h,e,m,a,t,i,c,a,l,_,e,x,p,r,e,s,s,i,o,n,s,_,o,f,_,t,h,e,_,l,a,w,s,_,o,f,_,p,h,y,s,i,c,English
_,t,h,e,_,v,a,l,u,e,s,_,o,f,_,t,h,e,s,e,_,c,o,n,s,t,a,n,t,s,_,h,a,v,e,_,b,e,e,n,_,c,a,r,e,f,u,l,l,y,English
o,u,t,e,r,_,s,p,a,c,e,_,a,l,s,o,_,s,i,m,p,l,y,_,c,a,l,l,e,d,_,s,p,a,c,e,_,r,e,f,e,r,s,_,t,o,_,t,h,e,English
o,u,t,e,r,_,s,p,a,c,e,_,i,s,_,u,s,e,d,_,t,o,_,d,i,s,t,i,n,g,u,i,s,h,_,i,t,_,f,r,o,m,_,a,i,r,s,p,a,c,English
t,h,e,r,e,_,i,s,_,n,o,_,d,i,s,c,r,e,t,e,_,b,o,u,n,d,a,r,y,_,b,e,t,w,e,e,n,_,e,a,r,t,h,',s,_,a,t,m,o,English
o,u,t,e,r,_,s,p,a,c,e,_,w,i,t,h,i,n,_,t,h,e,_,s,o,l,a,r,_,s,y,s,t,e,m,_,i,s,_,c,a,l,l,e,d,_,i,n,t,e,English
o,u,t,e,r,_,s,p,a,c,e,_,i,s,_,s,p,a,r,s,e,l,y,_,f,i,l,l,e,d,_,w,i,t,h,_,s,e,v,e,r,a,l,_,d,o,z,e,n,_,English
t,h,e,r,e,_,i,s,_,a,l,s,o,_,s,o,m,e,_,g,a,s,_,p,l,a,s,m,a,_,a,n,d,_,d,u,s,t,_,a,n,d,_,s,m,a,l,l,_,m,English
a,d,d,i,t,i,o,n,a,l,l,y,_,t,h,e,r,e,_,a,r,e,_,s,i,g,n,s,_,o,f,_,h,u,m,a,n,_,l,i,f,e,_,i,n,_,o,u,t,e,English
s,o,m,e,_,o,f,_,t,h,i,s,_,d,e,b,r,i,s,_,r,e,-,e,n,t,e,r,s,_,t,h,e,_,a,t,m,o,s,p,h,e,r,e,_,p,e,r,i,o,English
a,l,t,h,o,u,g,h,_,e,a,r,t,h,_,i,s,_,t,h,e,_,o,n,l,y,_,b,o,d,y,_,w,i,t,h,i,n,_,t,h,e,_,s,o,l,a,r,_,s,English
_,f,o,r,_,a,_,b,r,i,e,f,_,p,e,r,i,o,d,_,i,n,_,m,a,r,s,',_,h,i,s,t,o,r,y,_,i,t,_,m,a,y,_,h,a,v,e,_,a,English
a,t,_,p,r,e,s,e,n,t,_,t,h,o,u,g,h,_,m,o,s,t,_,o,f,_,t,h,e,_,w,a,t,e,r,_,r,e,m,a,i,n,i,n,g,_,o,n,_,m,English
i,f,_,l,i,f,e,_,e,x,i,s,t,s,_,a,t,_,a,l,l,_,o,n,_,m,a,r,s,_,i,t,_,i,s,_,m,o,s,t,_,l,i,k,e,l,y,_,t,o,English
_,c,o,n,d,i,t,i,o,n,s,_,o,n,_,t,h,e,_,o,t,h,e,r,_,t,e,r,r,e,s,t,r,i,a,l,_,p,l,a,n,e,t,s,_,m,e,r,c,u,English
b,u,t,_,i,t,_,h,a,s,_,b,e,e,n,_,c,o,n,j,e,c,t,u,r,e,d,_,t,h,a,t,_,e,u,r,o,p,a,_,t,h,e,_,f,o,u,r,t,h,English
_,a,s,t,r,o,n,o,m,e,r,s,_,h,a,v,e,_,s,t,a,r,t,e,d,_,t,o,_,d,i,s,c,o,v,e,r,_,e,x,t,r,a,s,o,l,a,r,_,e,English
_,m,e,d,i,a,_,o,r,g,a,n,i,z,a,t,i,o,n,s,_,p,h,i,l,o,s,o,p,h,y,_,w,i,k,i,p,e,d,i,a,_,(,/,?,?,w,¦,k,¦,English
i,t,_,i,s,_,o,n,e,_,o,f,_,t,h,e,_,m,o,s,t,_,p,o,p,u,l,a,r,_,w,e,b,s,i,t,e,s,_,a,s,_,r,a,n,k,e,d,_,b,English
_,f,e,a,t,u,r,i,n,g,_,n,o,_,a,d,v,e,r,t,i,s,e,m,e,n,t,s,_,i,t,_,i,s,_,h,o,s,t,e,d,_,b,y,_,t,h,e,_,w,English
w,i,k,i,p,e,d,i,a,_,w,a,s,_,l,a,u,n,c,h,e,d,_,o,n,_,j,a,n,u,a,r,y,_,b,y,_,j,i,m,m,y,_,w,a,l,e,s,_,a,English
s,a,n,g,e,r,_,c,o,i,n,e,d,_,i,t,s,_,n,a,m,e,_,a,s,_,a,_,p,o,r,t,m,a,n,t,e,a,u,_,o,f,_,w,i,k,i,_,a,n,English
i,t,_,w,a,s,_,i,n,i,t,i,a,l,l,y,_,a,n,_,e,n,g,l,i,s,h,-,l,a,n,g,u,a,g,e,_,e,n,c,y,c,l,o,p,e,d,i,a,_,English
w,i,t,h,_,?,ÿ,m,i,l,l,i,o,n,_,a,r,t,i,c,l,e,s,_,t,h,e,_,e,n,g,l,i,s,h,_,w,i,k,i,p,e,d,i,a,_,i,s,_,t,English
o,v,e,r,a,l,l,_,w,i,k,i,p,e,d,i,a,_,c,o,m,p,r,i,s,e,s,_,m,o,r,e,_,t,h,a,n,_,?,ÿ,m,i,l,l,i,o,n,_,a,r,English
_,w,i,k,i,p,e,d,i,a,_,h,a,s,_,b,e,e,n,_,c,r,i,t,i,c,i,z,e,d,_,f,o,r,_,i,t,s,_,u,n,e,v,e,n,_,a,c,c,u,English
_,e,d,i,t,-,a,-,t,h,o,n,s,_,h,a,v,e,_,b,e,e,n,_,h,e,l,d,_,t,o,_,e,n,c,o,u,r,a,g,e,_,f,e,m,a,l,e,_,e,English
_,i,n,_,t,i,m,e,_,m,a,g,a,z,i,n,e,_,s,t,a,t,e,d,_,t,h,a,t,_,t,h,e,_,o,p,e,n,-,d,o,o,r,_,p,o,l,i,c,y,English
_,t,h,e,_,p,r,o,j,e,c,t,',s,_,r,e,p,u,t,a,t,i,o,n,_,i,m,p,r,o,v,e,d,_,f,u,r,t,h,e,r,_,i,n,_,t,h,e,_,English
_,i,n,_,f,a,c,e,b,o,o,k,_,a,n,d,_,y,o,u,t,u,b,e,_,a,n,n,o,u,n,c,e,d,_,t,h,a,t,_,t,h,e,y,_,w,o,u,l,d,English
